Rating,Review,Class,Tokens
5,I use this everyday at work It is my mobile office I have enough room and compartments to hold everything I need and even somethings I dont I love it because there is room for everything but everything is organized Love love love,1,"['I', 'use', 'everyday', 'work', 'It', 'mobile', 'office', 'I', 'enough', 'room', 'compartments', 'hold', 'everything', 'I', 'need', 'even', 'somethings', 'I', 'dont', 'I', 'love', 'room', 'everything', 'everything', 'organized', 'Love', 'love', 'love']"
5,Works well with my HP printer Cant complain I also bought this item from a good seller dtech I received shipment in two days,1,"['Works', 'well', 'HP', 'printer', 'Cant', 'complain', 'I', 'also', 'bought', 'item', 'good', 'seller', 'dtech', 'I', 'received', 'shipment', 'two', 'days']"
3,When you put the card in there not much room for card its too tight I have a hard time closing the ziplock part,0,"['When', 'put', 'card', 'much', 'room', 'card', 'tight', 'I', 'hard', 'time', 'closing', 'ziplock', 'part']"
5,This is a fairly thick pen but not too heavy It writes flawlessly just like all the other Caran dAche pens Ink color is blue This is the best price I found for this pen The other graphite finished pen like this is not impressive it has a rough finish but this black pen has a nice smooth finish,1,"['This', 'fairly', 'thick', 'pen', 'heavy', 'It', 'writes', 'flawlessly', 'like', 'Caran', 'dAche', 'pens', 'Ink', 'color', 'blue', 'This', 'best', 'price', 'I', 'found', 'pen', 'The', 'graphite', 'finished', 'pen', 'like', 'impressive', 'rough', 'finish', 'black', 'pen', 'nice', 'smooth', 'finish']"
5,THESE ARE JUST THE RIGHT SIZE OF CALENDAR WITH ENOUGH ROOM FOR DAILY NOTATIONS IT HAS A NICE LINEN FEELAND COMES WITH ACCESS TO MATCHING SCREEN SAVERS BEAUTIFULLY DONE SONG BIRD PICTURES,1,"['THESE', 'ARE', 'JUST', 'THE', 'RIGHT', 'SIZE', 'OF', 'CALENDAR', 'WITH', 'ENOUGH', 'ROOM', 'FOR', 'DAILY', 'NOTATIONS', 'IT', 'HAS', 'A', 'NICE', 'LINEN', 'FEELAND', 'COMES', 'WITH', 'ACCESS', 'TO', 'MATCHING', 'SCREEN', 'SAVERS', 'BEAUTIFULLY', 'DONE', 'SONG', 'BIRD', 'PICTURES']"
3,Bought it for my older son in school has space enough for full boxes of pens the draws on the bottom are small cant get much in them Over all the item was ok,0,"['Bought', 'older', 'son', 'school', 'space', 'enough', 'full', 'boxes', 'pens', 'draws', 'bottom', 'small', 'cant', 'get', 'much', 'Over', 'item', 'ok']"
5,I havent used the pens yet but I have a similar pen from another company I prefer retractable pens more then the stick pens My review is the same for the black and the blue I have used this and still have two left I love them,1,"['I', 'havent', 'used', 'pens', 'yet', 'I', 'similar', 'pen', 'another', 'company', 'I', 'prefer', 'retractable', 'pens', 'stick', 'pens', 'My', 'review', 'black', 'blue', 'I', 'used', 'still', 'two', 'left', 'I', 'love']"
1,I got two of these The first one was dead in months The second died in months Dont waste your money,0,"['I', 'got', 'two', 'The', 'first', 'one', 'dead', 'months', 'The', 'second', 'died', 'months', 'Dont', 'waste', 'money']"
5,Well worth a few more bucks to have a black ink cartridge that lasts far longer I wouldnt buy anything but,1,"['Well', 'worth', 'bucks', 'black', 'ink', 'cartridge', 'lasts', 'far', 'longer', 'I', 'wouldnt', 'buy', 'anything']"
1,both failed,0,['failed']
1,This item did not work on my HP The cartridge has a chip that will not allow this old crap item made in work in a current any printer made in or later product I tried to use it today and it wont work Im beyond my return window so my cash is wasted Thanks to Amazon for selling items they know wont work At least someone got what they expected kudos to the seller,0,"['This', 'item', 'work', 'HP', 'The', 'cartridge', 'chip', 'allow', 'old', 'crap', 'item', 'made', 'work', 'current', 'printer', 'made', 'later', 'product', 'I', 'tried', 'use', 'today', 'wont', 'work', 'Im', 'beyond', 'return', 'window', 'cash', 'wasted', 'Thanks', 'Amazon', 'selling', 'items', 'know', 'wont', 'work', 'At', 'least', 'someone', 'got', 'expected', 'kudos', 'seller']"
5,Works perfectly,1,"['Works', 'perfectly']"
3,I got this battery and two chargers about weeks agoThe battery worked fine at first but now it only lasts about hours or lessI charge it every night while I sleep The wall and car chargers work well but are of lower qualityOn the bright side the two chargers were well worth the including postagethat that I paid for them Im going to have to find me another battery though its too frustrating worrying if my phone is going to die before PMOf the course the car charger helps,0,"['I', 'got', 'battery', 'two', 'chargers', 'weeks', 'agoThe', 'battery', 'worked', 'fine', 'first', 'lasts', 'hours', 'lessI', 'charge', 'every', 'night', 'I', 'sleep', 'The', 'wall', 'car', 'chargers', 'work', 'well', 'lower', 'qualityOn', 'bright', 'side', 'two', 'chargers', 'well', 'worth', 'including', 'postagethat', 'I', 'paid', 'Im', 'going', 'find', 'another', 'battery', 'though', 'frustrating', 'worrying', 'phone', 'going', 'die', 'PMOf', 'course', 'car', 'charger', 'helps']"
3,Certainly thin and flimsy but it gets the job done Weve put it near the entrance for people to hang their coats on instead of using the nearby chairs,0,"['Certainly', 'thin', 'flimsy', 'gets', 'job', 'done', 'Weve', 'put', 'near', 'entrance', 'people', 'hang', 'coats', 'instead', 'using', 'nearby', 'chairs']"
1,Does not hold up to the quality we expected I will never buy this again and would recommend anyone else not to If you want quality and for your printing to last as expected buy a better brand,0,"['Does', 'hold', 'quality', 'expected', 'I', 'never', 'buy', 'would', 'recommend', 'anyone', 'else', 'If', 'want', 'quality', 'printing', 'last', 'expected', 'buy', 'better', 'brand']"
4,First off Amazon had the cheapest price on this printer ANYWHERE It looks out of stock now but if it came back in stock this is the place to get it I bought this for my husband for Christmas He actually needed a new scanner as his was old but our generic printer could have been updated too And I liked that it had the copy feature The prints are quick and quite good We havent tried printing anything major or any photos yet but so far no problems with the printing He had a slight issue with the scanner at first It took FOREVER to scan because it actually has to configure itself before every single scan But even we were suspicious at the amount of time it took So he called tech support and they told him that one of his Mac drivers were out of date So he downloaded new ones and problem solved It still has to configure itself every time you scanunless you keep scan on the whole time but its nowhere near as slow After the scan actually gets goin its very quick And honestly I think the constant configuration is for people that have a Mac or at least that is what the tech guy told him We havent tried the slide scanning feature yet or the copier But for this price range it has everything you are looking for and I think its a great deal Also my husband is a graphic designer so he needs his scans to be crisp looking and I know hes satisfied so it was worth it just for that One minor issue is the size of the printer It is pretty large but if you have a decent amount of room on your table we have Lshaped desks then its not really a big deal The LCD screen is a neat feature as well,1,"['First', 'Amazon', 'cheapest', 'price', 'printer', 'ANYWHERE', 'It', 'looks', 'stock', 'came', 'back', 'stock', 'place', 'get', 'I', 'bought', 'husband', 'Christmas', 'He', 'actually', 'needed', 'new', 'scanner', 'old', 'generic', 'printer', 'could', 'updated', 'And', 'I', 'liked', 'copy', 'feature', 'The', 'prints', 'quick', 'quite', 'good', 'We', 'havent', 'tried', 'printing', 'anything', 'major', 'photos', 'yet', 'far', 'problems', 'printing', 'He', 'slight', 'issue', 'scanner', 'first', 'It', 'took', 'FOREVER', 'scan', 'actually', 'configure', 'every', 'single', 'scan', 'But', 'even', 'suspicious', 'amount', 'time', 'took', 'So', 'called', 'tech', 'support', 'told', 'one', 'Mac', 'drivers', 'date', 'So', 'downloaded', 'new', 'ones', 'problem', 'solved', 'It', 'still', 'configure', 'every', 'time', 'scanunless', 'keep', 'scan', 'whole', 'time', 'nowhere', 'near', 'slow', 'After', 'scan', 'actually', 'gets', 'goin', 'quick', 'And', 'honestly', 'I', 'think', 'constant', 'configuration', 'people', 'Mac', 'least', 'tech', 'guy', 'told', 'We', 'havent', 'tried', 'slide', 'scanning', 'feature', 'yet', 'copier', 'But', 'price', 'range', 'everything', 'looking', 'I', 'think', 'great', 'deal', 'Also', 'husband', 'graphic', 'designer', 'needs', 'scans', 'crisp', 'looking', 'I', 'know', 'hes', 'satisfied', 'worth', 'One', 'minor', 'issue', 'size', 'printer', 'It', 'pretty', 'large', 'decent', 'amount', 'room', 'table', 'Lshaped', 'desks', 'really', 'big', 'deal', 'The', 'LCD', 'screen', 'neat', 'feature', 'well']"
4,I couldnt figure out how to connect wireless to my laptop so ended up just using a usb cable Once I tried that it was connected in minuets Print quality is great too,1,"['I', 'couldnt', 'figure', 'connect', 'wireless', 'laptop', 'ended', 'using', 'usb', 'cable', 'Once', 'I', 'tried', 'connected', 'minuets', 'Print', 'quality', 'great']"
5,I have wireless printers and It was suggested that I purchase this Canon printer I called the Canon help line and was pleasently surprised at the help I was given by a tech located in VIRGINIA USA He was extremely helpful and set up the printer fully with me It was great speaking to a tech in the USA rather than an outsourced tech in who knows where This is a big plus in my estimation Thank You Canon,1,"['I', 'wireless', 'printers', 'It', 'suggested', 'I', 'purchase', 'Canon', 'printer', 'I', 'called', 'Canon', 'help', 'line', 'pleasently', 'surprised', 'help', 'I', 'given', 'tech', 'located', 'VIRGINIA', 'USA', 'He', 'extremely', 'helpful', 'set', 'printer', 'fully', 'It', 'great', 'speaking', 'tech', 'USA', 'rather', 'outsourced', 'tech', 'knows', 'This', 'big', 'plus', 'estimation', 'Thank', 'You', 'Canon']"
2,After I used it on my hp printer for a couple of times it stop working I print less than pages in total Its not compatible anyway before you buy economy ink one really needs to think about the risk,0,"['After', 'I', 'used', 'hp', 'printer', 'couple', 'times', 'stop', 'working', 'I', 'print', 'less', 'pages', 'total', 'Its', 'compatible', 'anyway', 'buy', 'economy', 'ink', 'one', 'really', 'needs', 'think', 'risk']"
1,It is not working I called tech support and she did not provide any help I am now using the old one I purchased from CenturyLink,0,"['It', 'working', 'I', 'called', 'tech', 'support', 'provide', 'help', 'I', 'using', 'old', 'one', 'I', 'purchased', 'CenturyLink']"
2,The printer was fast and it used little ink I used it to print books that I could not afford to buy However when it broke about months after purchase there was no way of fixing it They dont even sell cartridge for it anymore,0,"['The', 'printer', 'fast', 'used', 'little', 'ink', 'I', 'used', 'print', 'books', 'I', 'could', 'afford', 'buy', 'However', 'broke', 'months', 'purchase', 'way', 'fixing', 'They', 'dont', 'even', 'sell', 'cartridge', 'anymore']"
5,What can I say other than now I will be saving hundreds of dollars in ink cost Just wear a disposable kitchen gloves and be careful with the needle while refilling the cartridges This is such a cost saving measure and Im glad I figured it out before I spend s for few mls of ink,1,"['What', 'I', 'say', 'I', 'saving', 'hundreds', 'dollars', 'ink', 'cost', 'Just', 'wear', 'disposable', 'kitchen', 'gloves', 'careful', 'needle', 'refilling', 'cartridges', 'This', 'cost', 'saving', 'measure', 'Im', 'glad', 'I', 'figured', 'I', 'spend', 'mls', 'ink']"
1,Useless Whatever your laptop all this will do is raise it of an inch off the table or desktop A worthless piece of plasticIt kind of works if I prop it up on several books though keyboard still in awful position However I had this propped up on books before it worked OK and the books were freeWish I could give it zero stars,0,"['Useless', 'Whatever', 'laptop', 'raise', 'inch', 'table', 'desktop', 'A', 'worthless', 'piece', 'plasticIt', 'kind', 'works', 'I', 'prop', 'several', 'books', 'though', 'keyboard', 'still', 'awful', 'position', 'However', 'I', 'propped', 'books', 'worked', 'OK', 'books', 'freeWish', 'I', 'could', 'give', 'zero', 'stars']"
3,This didnt fit my keyboard for my white Macbook but otherwise it was a decent keyboard cover for the money,0,"['This', 'didnt', 'fit', 'keyboard', 'white', 'Macbook', 'otherwise', 'decent', 'keyboard', 'cover', 'money']"
5,This scanner was ordered for my wife the scrap booking nut She absolutely loves it,1,"['This', 'scanner', 'ordered', 'wife', 'scrap', 'booking', 'nut', 'She', 'absolutely', 'loves']"
1,I have to repeat what everybody have already said about this terrible piece of equipment the worst battery ever I already have two batteries and none of them stays charged for more than day and this is if I dont use the phoneproblems with the Caller ID like most of the other peopleCust Service people know one thing to say send the phone to our technical dept and you know the rest of itI can keep going and going but the bottom line isDont buy it Its a piece of junk,0,"['I', 'repeat', 'everybody', 'already', 'said', 'terrible', 'piece', 'equipment', 'worst', 'battery', 'ever', 'I', 'already', 'two', 'batteries', 'none', 'stays', 'charged', 'day', 'I', 'dont', 'use', 'phoneproblems', 'Caller', 'ID', 'like', 'peopleCust', 'Service', 'people', 'know', 'one', 'thing', 'say', 'send', 'phone', 'technical', 'dept', 'know', 'rest', 'itI', 'keep', 'going', 'going', 'bottom', 'line', 'isDont', 'buy', 'Its', 'piece', 'junk']"
4,It is too new to tell However everything appears to be working to the products specifications and it is easy to use I am still learning about it,1,"['It', 'new', 'tell', 'However', 'everything', 'appears', 'working', 'products', 'specifications', 'easy', 'use', 'I', 'still', 'learning']"
5,Great product great price fast shipping,1,"['Great', 'product', 'great', 'price', 'fast', 'shipping']"
5,Ive got this plugged into my office PBX Samsung but I assume it works on most systems What I like about it is that the music and messages that cycle through the hold music are on a removable USB flash drive that you can pop out plug into your computer and addremove songs messages Mine came preloaded with a variety of songsmessages Its a neat little device,1,"['Ive', 'got', 'plugged', 'office', 'PBX', 'Samsung', 'I', 'assume', 'works', 'systems', 'What', 'I', 'like', 'music', 'messages', 'cycle', 'hold', 'music', 'removable', 'USB', 'flash', 'drive', 'pop', 'plug', 'computer', 'addremove', 'songs', 'messages', 'Mine', 'came', 'preloaded', 'variety', 'songsmessages', 'Its', 'neat', 'little', 'device']"
5,I recently purchased this product after reading the other reviews Ive purchased refurbished cartridges before I was disappointed with the print results so I wanted a new cartridge this time I was a little skeptical with this product at first I didnt want to waste good money again I then got sticker shock from the Samsung OEM replacement product I came back to this product and decided it was worth trying The print is not as clean as a Samsung cartridge but it is more than good enough Its about the price of the OEM product from Samsung so it was definitely worth it I highly recommend this product if you just need cheap home printing For professional results use a professional grade PRINTER,1,"['I', 'recently', 'purchased', 'product', 'reading', 'reviews', 'Ive', 'purchased', 'refurbished', 'cartridges', 'I', 'disappointed', 'print', 'results', 'I', 'wanted', 'new', 'cartridge', 'time', 'I', 'little', 'skeptical', 'product', 'first', 'I', 'didnt', 'want', 'waste', 'good', 'money', 'I', 'got', 'sticker', 'shock', 'Samsung', 'OEM', 'replacement', 'product', 'I', 'came', 'back', 'product', 'decided', 'worth', 'trying', 'The', 'print', 'clean', 'Samsung', 'cartridge', 'good', 'enough', 'Its', 'price', 'OEM', 'product', 'Samsung', 'definitely', 'worth', 'I', 'highly', 'recommend', 'product', 'need', 'cheap', 'home', 'printing', 'For', 'professional', 'results', 'use', 'professional', 'grade', 'PRINTER']"
2,Works well until you need to reboot the wireless network After youve already used the initial setup wizard reentering the network key for a secure network is a real pain Brother Utilities is completely useless Online support is useless Very frustrating to simply find anywhere to enter the network password let alone the printer actually accepting it Printer works great but NOT user friendly at all to reconnect to your network,0,"['Works', 'well', 'need', 'reboot', 'wireless', 'network', 'After', 'youve', 'already', 'used', 'initial', 'setup', 'wizard', 'reentering', 'network', 'key', 'secure', 'network', 'real', 'pain', 'Brother', 'Utilities', 'completely', 'useless', 'Online', 'support', 'useless', 'Very', 'frustrating', 'simply', 'find', 'anywhere', 'enter', 'network', 'password', 'let', 'alone', 'printer', 'actually', 'accepting', 'Printer', 'works', 'great', 'NOT', 'user', 'friendly', 'reconnect', 'network']"
4,I am an ameature rocks and minerals collecter and i ordered this for my self Items aere of good quality and good price Only the basic tools included Not for intermediates or experts,1,"['I', 'ameature', 'rocks', 'minerals', 'collecter', 'ordered', 'self', 'Items', 'aere', 'good', 'quality', 'good', 'price', 'Only', 'basic', 'tools', 'included', 'Not', 'intermediates', 'experts']"
1,I have order about cartridges a month online to get them cheaper I have not had any problems until I got some from this company After installing they did not work with the printer HP does not warranty the printer if it malfunctions if you buy other cartridges other than theirs After installing this one I had to buy a new printer The printer I had to replace was not even months old DO NOT BUY FROM THIS COMPANY Search for another company,0,"['I', 'order', 'cartridges', 'month', 'online', 'get', 'cheaper', 'I', 'problems', 'I', 'got', 'company', 'After', 'installing', 'work', 'printer', 'HP', 'warranty', 'printer', 'malfunctions', 'buy', 'cartridges', 'After', 'installing', 'one', 'I', 'buy', 'new', 'printer', 'The', 'printer', 'I', 'replace', 'even', 'months', 'old', 'DO', 'NOT', 'BUY', 'FROM', 'THIS', 'COMPANY', 'Search', 'another', 'company']"
5,I am quite pleased with this purchase The ink cartridges work well and were delivered on time Great company,1,"['I', 'quite', 'pleased', 'purchase', 'The', 'ink', 'cartridges', 'work', 'well', 'delivered', 'time', 'Great', 'company']"
4,A bit too expensive but the best I could find,1,"['A', 'bit', 'expensive', 'best', 'I', 'could', 'find']"
5,I was concerned it would be cheap and flimsy This sorter has been just the opposite It handles all the coins I throw into the hopper and is extremely accurate in counting,1,"['I', 'concerned', 'would', 'cheap', 'flimsy', 'This', 'sorter', 'opposite', 'It', 'handles', 'coins', 'I', 'throw', 'hopper', 'extremely', 'accurate', 'counting']"
5,The best tape you can use I made the mistake during a move to try a cheaper version BIG MISTAKE This type comes off the roll nicely and is noticeably thicker and stronger I also use it on a weekly basis to seal packages for UPS TIP when buying check out the prices of the different pack sizes The bigger packs arent always cheaper per roll,1,"['The', 'best', 'tape', 'use', 'I', 'made', 'mistake', 'move', 'try', 'cheaper', 'version', 'BIG', 'MISTAKE', 'This', 'type', 'comes', 'roll', 'nicely', 'noticeably', 'thicker', 'stronger', 'I', 'also', 'use', 'weekly', 'basis', 'seal', 'packages', 'UPS', 'TIP', 'buying', 'check', 'prices', 'different', 'pack', 'sizes', 'The', 'bigger', 'packs', 'arent', 'always', 'cheaper', 'per', 'roll']"
5,I actually have a Canon PIXMA iPD printer which doesnt use the red and green ink cartridges but this was the cheapest I couldve bought the other inks anyway Otherwise I wouldve had to buy all the inks separately of them at each The item shipped in very little time and got here before some packages that my husband had ordered the week before,1,"['I', 'actually', 'Canon', 'PIXMA', 'iPD', 'printer', 'doesnt', 'use', 'red', 'green', 'ink', 'cartridges', 'cheapest', 'I', 'couldve', 'bought', 'inks', 'anyway', 'Otherwise', 'I', 'wouldve', 'buy', 'inks', 'separately', 'The', 'item', 'shipped', 'little', 'time', 'got', 'packages', 'husband', 'ordered', 'week']"
3,The leather is patchwork not a solid smooth piecewell made however Be sure dimensions fit your bible needs to fit well,0,"['The', 'leather', 'patchwork', 'solid', 'smooth', 'piecewell', 'made', 'however', 'Be', 'sure', 'dimensions', 'fit', 'bible', 'needs', 'fit', 'well']"
5,We use these to extend the range of our Polycom in a large boardroom Our previous phone had poor pickup of voice and having these added onto our Soundstation phone makes it much better,1,"['We', 'use', 'extend', 'range', 'Polycom', 'large', 'boardroom', 'Our', 'previous', 'phone', 'poor', 'pickup', 'voice', 'added', 'onto', 'Soundstation', 'phone', 'makes', 'much', 'better']"
4,I bought this Bluetooth for my daughter who was opposed to the idea of Bluetooth I gave it to her as a Christmas gift and she was excited The product was damaged I contacted seller right away the service I received was great I emailed the seller and they just sent a replacement Wow speedy service Next thing I know the replacement has arrived I am impressed,1,"['I', 'bought', 'Bluetooth', 'daughter', 'opposed', 'idea', 'Bluetooth', 'I', 'gave', 'Christmas', 'gift', 'excited', 'The', 'product', 'damaged', 'I', 'contacted', 'seller', 'right', 'away', 'service', 'I', 'received', 'great', 'I', 'emailed', 'seller', 'sent', 'replacement', 'Wow', 'speedy', 'service', 'Next', 'thing', 'I', 'know', 'replacement', 'arrived', 'I', 'impressed']"
4,The calendar has bright beautiful pictures The size is great for hanging on the wall I dont like the photos being printed onto the nextpage however because then I cannot use the picture to cut and hang by itself,1,"['The', 'calendar', 'bright', 'beautiful', 'pictures', 'The', 'size', 'great', 'hanging', 'wall', 'I', 'dont', 'like', 'photos', 'printed', 'onto', 'nextpage', 'however', 'I', 'use', 'picture', 'cut', 'hang']"
5,I have been a big Pilot G fan for several years but I recently received one of these pens for testing and review purposes from Influenster At first I thought oh look another pen what is going to be so special about this one But after using it for a few weeks I think Ill make the switch from the G to Acroball This pen writes so smoothly without having to press very hard I am a college student and when taking notes I hate when a pen has ink that bleeds through to other side of the page the Acroball did not have this problem I love the design of this pen especially the detailing near the clicker it looks like a little jewel If I had to penpoint one thing I disliked about this pen is that it doesnt come in other colors of ink,1,"['I', 'big', 'Pilot', 'G', 'fan', 'several', 'years', 'I', 'recently', 'received', 'one', 'pens', 'testing', 'review', 'purposes', 'Influenster', 'At', 'first', 'I', 'thought', 'oh', 'look', 'another', 'pen', 'going', 'special', 'one', 'But', 'using', 'weeks', 'I', 'think', 'Ill', 'make', 'switch', 'G', 'Acroball', 'This', 'pen', 'writes', 'smoothly', 'without', 'press', 'hard', 'I', 'college', 'student', 'taking', 'notes', 'I', 'hate', 'pen', 'ink', 'bleeds', 'side', 'page', 'Acroball', 'problem', 'I', 'love', 'design', 'pen', 'especially', 'detailing', 'near', 'clicker', 'looks', 'like', 'little', 'jewel', 'If', 'I', 'penpoint', 'one', 'thing', 'I', 'disliked', 'pen', 'doesnt', 'come', 'colors', 'ink']"
3,It worked for what we needed it for It is not a heavy duty one but it was one of the least expensive Works well for light tagging,0,"['It', 'worked', 'needed', 'It', 'heavy', 'duty', 'one', 'one', 'least', 'expensive', 'Works', 'well', 'light', 'tagging']"
5,Excellent,1,['Excellent']
5,Good quick service Like these shipping tape they are strong,1,"['Good', 'quick', 'service', 'Like', 'shipping', 'tape', 'strong']"
1,Sat its a pack of twobut only recieved one It definatley took a long time to recieve it as well,0,"['Sat', 'pack', 'twobut', 'recieved', 'one', 'It', 'definatley', 'took', 'long', 'time', 'recieve', 'well']"
5,I bought this to use in my home and it has worked very well I home schooled my son for the last few months and have had to keep up with tons of paperwork This made doing that a breeze It is very simple to work and doesnt jam Its easy to push down on as well I have no complaints about it,1,"['I', 'bought', 'use', 'home', 'worked', 'well', 'I', 'home', 'schooled', 'son', 'last', 'months', 'keep', 'tons', 'paperwork', 'This', 'made', 'breeze', 'It', 'simple', 'work', 'doesnt', 'jam', 'Its', 'easy', 'push', 'well', 'I', 'complaints']"
5,I ordered both black and red colors The red does not look good at all stick to black This is a matter of personal aesthetics Nothing is wrong with the product Pick your color carefully,1,"['I', 'ordered', 'black', 'red', 'colors', 'The', 'red', 'look', 'good', 'stick', 'black', 'This', 'matter', 'personal', 'aesthetics', 'Nothing', 'wrong', 'product', 'Pick', 'color', 'carefully']"
5,Ive been using this with my PS hooked up via HDMI cable Previously All Ive had were some cheap CRT Tvs where the image sort of bubbles distorting the corners making anything in the bottom corners hard to read or off screen and Im loving seeing the whole picture now with my projector The picture in p is beautiful I havent got a projector screen for it yet so I dont know how much of an improvement that will make from my light gray walls but its definitely a huge improvement over my CRT Tv,1,"['Ive', 'using', 'PS', 'hooked', 'via', 'HDMI', 'cable', 'Previously', 'All', 'Ive', 'cheap', 'CRT', 'Tvs', 'image', 'sort', 'bubbles', 'distorting', 'corners', 'making', 'anything', 'bottom', 'corners', 'hard', 'read', 'screen', 'Im', 'loving', 'seeing', 'whole', 'picture', 'projector', 'The', 'picture', 'p', 'beautiful', 'I', 'havent', 'got', 'projector', 'screen', 'yet', 'I', 'dont', 'know', 'much', 'improvement', 'make', 'light', 'gray', 'walls', 'definitely', 'huge', 'improvement', 'CRT', 'Tv']"
2,I own other Canon printers and decided to add a wireless printer I have been so satisfied with Canon products that I decided to go Canon again From the descriptions of this printer I thought it was just what I needed WHAT A DISAPPOINTMENTPROSFirst it is very easy to set up but the positive stops thereCONSIt is EXTREMELY slowOnly one paper holder that holds few sheets so you are constantly replenishing paper supplyQuality of print both color and BW are only soso Not up to Canons usual qualityThe extender that holds the paper when it comes out from printing is so short that it barely holds the paper before it drops on the floorI can see why the price is dropping rather quickly on this model Dont waste your money I do like Canon so much however that I am thinking about buying one of their other wireless models in hopes of better performance,0,"['I', 'Canon', 'printers', 'decided', 'add', 'wireless', 'printer', 'I', 'satisfied', 'Canon', 'products', 'I', 'decided', 'go', 'Canon', 'From', 'descriptions', 'printer', 'I', 'thought', 'I', 'needed', 'WHAT', 'A', 'DISAPPOINTMENTPROSFirst', 'easy', 'set', 'positive', 'stops', 'thereCONSIt', 'EXTREMELY', 'slowOnly', 'one', 'paper', 'holder', 'holds', 'sheets', 'constantly', 'replenishing', 'paper', 'supplyQuality', 'print', 'color', 'BW', 'soso', 'Not', 'Canons', 'usual', 'qualityThe', 'extender', 'holds', 'paper', 'comes', 'printing', 'short', 'barely', 'holds', 'paper', 'drops', 'floorI', 'see', 'price', 'dropping', 'rather', 'quickly', 'model', 'Dont', 'waste', 'money', 'I', 'like', 'Canon', 'much', 'however', 'I', 'thinking', 'buying', 'one', 'wireless', 'models', 'hopes', 'better', 'performance']"
2,Middle page did not line up with first and rd page by about a quarter of a inch Really annoying that middle copies the I save for filing and there is now a line through everything written,0,"['Middle', 'page', 'line', 'first', 'rd', 'page', 'quarter', 'inch', 'Really', 'annoying', 'middle', 'copies', 'I', 'save', 'filing', 'line', 'everything', 'written']"
4,I have had mine for nearly years it is not holding up very wellTime to buy a new one i guess Nothing last forever even if i wish it didThey are well priced and do the job i have no concerns buying another,1,"['I', 'mine', 'nearly', 'years', 'holding', 'wellTime', 'buy', 'new', 'one', 'guess', 'Nothing', 'last', 'forever', 'even', 'wish', 'didThey', 'well', 'priced', 'job', 'concerns', 'buying', 'another']"
5,great quality,1,"['great', 'quality']"
2,When it works the pictures transfers and post cards weve produced look greatThe problem is you just dont know when its NOT going to look great You must babysit the printer and about half way through each print when you can actually see a portion of the image decide if the printer is function correctlyTo get two transfers at a each just for the paper weve had to print four times wasting paper st try good nd oops clean the heads uses ink rd oops clean the head th great TahdahPost cards same thing Several great Xmas cards in a row then wham Bad one Clean the heads Several good and another badIf you like babysitting dont mind wasting money every now and then enjoy listening to the printer cleaning the heads and printing test sheets this printer is for youLove the instructions that come with Epsons transfer paper too Place the printable side up it says Uh could you be a little less specific Theres two sides and this is my first time using the paper Is that the smooth side or the rough sideChoose Flip Image in the driver Uh AINT no flippin Flip Image option anywhere I can findOn the plusside the printer has a small footprint so it doesnt take a lot of room on your desk Ink cartridges are easy to replaceOn the negative side any paper thicker than your normal printer paper requires you be present to handfeed each sheet Post cards business cards etc will feed multiple sheets and jam the printer Another Engineering marvelYeah but when it works nice pictures are assured When I win the lottery Ill try a different brand and let you know how they compare,0,"['When', 'works', 'pictures', 'transfers', 'post', 'cards', 'weve', 'produced', 'look', 'greatThe', 'problem', 'dont', 'know', 'NOT', 'going', 'look', 'great', 'You', 'must', 'babysit', 'printer', 'half', 'way', 'print', 'actually', 'see', 'portion', 'image', 'decide', 'printer', 'function', 'correctlyTo', 'get', 'two', 'transfers', 'paper', 'weve', 'print', 'four', 'times', 'wasting', 'paper', 'st', 'try', 'good', 'nd', 'oops', 'clean', 'heads', 'uses', 'ink', 'rd', 'oops', 'clean', 'head', 'th', 'great', 'TahdahPost', 'cards', 'thing', 'Several', 'great', 'Xmas', 'cards', 'row', 'wham', 'Bad', 'one', 'Clean', 'heads', 'Several', 'good', 'another', 'badIf', 'like', 'babysitting', 'dont', 'mind', 'wasting', 'money', 'every', 'enjoy', 'listening', 'printer', 'cleaning', 'heads', 'printing', 'test', 'sheets', 'printer', 'youLove', 'instructions', 'come', 'Epsons', 'transfer', 'paper', 'Place', 'printable', 'side', 'says', 'Uh', 'could', 'little', 'less', 'specific', 'Theres', 'two', 'sides', 'first', 'time', 'using', 'paper', 'Is', 'smooth', 'side', 'rough', 'sideChoose', 'Flip', 'Image', 'driver', 'Uh', 'AINT', 'flippin', 'Flip', 'Image', 'option', 'anywhere', 'I', 'findOn', 'plusside', 'printer', 'small', 'footprint', 'doesnt', 'take', 'lot', 'room', 'desk', 'Ink', 'cartridges', 'easy', 'replaceOn', 'negative', 'side', 'paper', 'thicker', 'normal', 'printer', 'paper', 'requires', 'present', 'handfeed', 'sheet', 'Post', 'cards', 'business', 'cards', 'etc', 'feed', 'multiple', 'sheets', 'jam', 'printer', 'Another', 'Engineering', 'marvelYeah', 'works', 'nice', 'pictures', 'assured', 'When', 'I', 'win', 'lottery', 'Ill', 'try', 'different', 'brand', 'let', 'know', 'compare']"
